map_name,algorithm,n,path_length_mean,path_length_std,turn_count_mean,turn_count_std,expanded_mean,expanded_std,runtime_mean,runtime_std,success_rate,collision_free_rate
Berlin_0_1024,ablation_no_adapt,50,9.771281859999998,5.584089019237712,0.0,0.0,21.52,22.66913319913225,0.19930799999999999,0.19183215459354044,1.0,1.0
Berlin_0_1024,ablation_no_smooth,50,10.32288462,6.000321133379355,0.74,0.4386342439892262,9.84,5.307956292208895,0.18132199999999998,0.09772124086400048,1.0,1.0
Berlin_0_1024,astar_euclidean,50,10.32288462,6.000321133379355,3.54,3.8011051024669134,29.12,29.25586436938755,0.254052,0.2700489364837418,1.0,1.0
Berlin_0_1024,astar_octile,50,10.32288462,6.000321133379355,1.48,1.345213737664019,21.52,22.66913319913225,0.20126199999999997,0.20064848455944043,1.0,1.0
Berlin_0_1024,dijkstra,50,10.32288462,6.000321133379355,1.5,1.284523257866513,397.6,361.1851048977519,3.0582300000000004,3.0703767449777235,1.0,1.0
Berlin_0_1024,improved_ours,50,9.771281859999998,5.584089019237712,0.0,0.0,9.84,5.307956292208895,0.19485,0.10074720492400768,1.0,1.0
Berlin_0_1024,weighted_1.2,50,10.32288462,6.000321133379355,0.74,0.4386342439892262,9.84,5.307956292208895,0.10558,0.05987919839142805,1.0,1.0
Berlin_0_256,ablation_no_adapt,50,9.55362328,5.180734778950615,0.04,0.19595917942265428,15.98,14.931162044529554,0.15638,0.14618886551307525,1.0,1.0
Berlin_0_256,ablation_no_smooth,50,10.03009248,5.405428558400994,0.92,0.6584831053261732,9.98,5.00995009955189,0.33196400000000004,1.127761124486919,1.0,1.0
Berlin_0_256,astar_euclidean,50,10.01352394,5.387600903188243,2.5,2.137755832643195,21.08,19.050291336354938,0.184496,0.17779682782322076,1.0,1.0
Berlin_0_256,astar_octile,50,10.01352394,5.387600903188243,1.48,1.252836781069266,15.98,14.931162044529554,0.168224,0.16339749883030646,1.0,1.0
Berlin_0_256,dijkstra,50,10.01352394,5.387600903188243,1.28,0.9806120537705009,330.04,297.2739450405972,2.1954819999999997,2.066108849474296,1.0,1.0
Berlin_0_256,improved_ours,50,9.55362328,5.180734778950615,0.04,0.19595917942265428,9.98,5.00995009955189,0.17775399999999997,0.09372960943053162,1.0,1.0
Berlin_0_256,weighted_1.2,50,10.03009248,5.405428558400994,0.9,0.6403124237432849,9.94,4.945341242017582,0.102622,0.058744965026800385,1.0,1.0
Berlin_0_512,ablation_no_adapt,50,9.50456754,5.5482607343376795,0.0,0.0,20.4,20.91889098398861,0.186162,0.17417298629810538,1.0,1.0
Berlin_0_512,ablation_no_smooth,50,10.016021700000001,5.87802679699536,0.8,0.4,9.58,5.196498821321909,0.16630399999999998,0.09054560609990968,1.0,1.0
Berlin_0_512,astar_euclidean,50,10.016021700000001,5.87802679699536,3.34,3.5418074481823543,26.26,26.50344128599152,0.20894,0.19930628790883642,1.0,1.0
Berlin_0_512,astar_octile,50,10.016021700000001,5.87802679699536,1.46,1.3146862743635837,20.4,20.91889098398861,0.18677999999999997,0.17805260458639746,1.0,1.0
Berlin_0_512,dijkstra,50,10.016021700000001,5.87802679699536,1.34,1.050904372433572,353.72,336.89019219917935,2.5976440000000003,2.5329026065097726,1.0,1.0
Berlin_0_512,improved_ours,50,9.50456754,5.5482607343376795,0.0,0.0,9.58,5.196498821321909,0.176542,0.0948028777833247,1.0,1.0
Berlin_0_512,weighted_1.2,50,10.016021700000001,5.87802679699536,0.8,0.4,9.5,5.080354318352215,0.10122599999999998,0.05882423585564032,1.0,1.0
Berlin_1_1024,ablation_no_adapt,50,9.5276221,5.630314411050095,0.02,0.13999999999999999,17.1,17.435882541471766,0.169404,0.16100375145939924,1.0,1.0
Berlin_1_1024,ablation_no_smooth,50,9.99719918,5.910049915483083,0.78,0.756042326857432,9.68,5.139805443788704,0.179276,0.10098016351739583,1.0,1.0
Berlin_1_1024,astar_euclidean,50,9.99719918,5.910049915483083,2.86,3.249676907017065,23.6,22.540629982323033,0.198874,0.17982457652946107,1.0,1.0
Berlin_1_1024,astar_octile,50,9.99719918,5.910049915483083,1.62,1.5085091978506462,17.1,17.435882541471766,0.167046,0.1483345802029992,1.0,1.0
Berlin_1_1024,dijkstra,50,9.99719918,5.910049915483083,1.24,1.123565752415051,350.3,320.2483567483212,2.666232,2.6796638929865813,1.0,1.0
Berlin_1_1024,improved_ours,50,9.5276221,5.630314411050095,0.02,0.13999999999999999,9.68,5.139805443788704,0.19218,0.09720985546743705,1.0,1.0
Berlin_1_1024,weighted_1.2,50,9.99719918,5.910049915483083,0.78,0.756042326857432,9.68,5.139805443788704,0.10217399999999997,0.05695198964039799,1.0,1.0
Berlin_1_256,ablation_no_adapt,50,9.52900576,5.479681137587265,0.02,0.13999999999999999,15.96,15.621728457504311,0.14662,0.12786366332934468,1.0,1.0
Berlin_1_256,ablation_no_smooth,50,10.04631612,5.7425822692695405,0.98,0.5473572873361604,9.7,5.135172830587107,0.16325,0.08986502378567537,1.0,1.0
Berlin_1_256,astar_euclidean,50,10.04631612,5.7425822692695405,3.08,2.784528685433138,23.34,22.075878238475585,0.18026999999999999,0.16427538981843873,1.0,1.0
Berlin_1_256,astar_octile,50,10.04631612,5.7425822692695405,1.46,1.043264108459598,15.96,15.621728457504311,0.150328,0.13118977252819672,1.0,1.0
Berlin_1_256,dijkstra,50,10.04631612,5.7425822692695405,1.48,1.0244998779892558,323.16,309.75018062948726,2.2573360000000005,2.60120803149306,1.0,1.0
Berlin_1_256,improved_ours,50,9.52900576,5.479681137587265,0.02,0.13999999999999999,9.7,5.135172830587107,0.166408,0.0884476180346311,1.0,1.0
Berlin_1_256,weighted_1.2,50,10.04631612,5.7425822692695405,0.98,0.5473572873361604,9.62,5.0195218895827125,0.09333999999999999,0.050197398338957776,1.0,1.0
arena,ablation_no_adapt,50,9.546873860000002,5.491296078251184,0.08,0.2712931993250107,16.42,15.963821597599992,0.15257199999999999,0.13614499041830366,1.0,1.0
arena,ablation_no_smooth,50,10.03259026,5.725665569931327,1.2,0.9591663046625439,9.52,5.012943247235101,0.172196,0.09747021280370738,1.0,1.0
arena,astar_euclidean,50,10.03259026,5.725665569931327,2.66,2.5346400138875738,22.18,19.95363626009054,0.3555380000000001,1.2908715878645716,1.0,1.0
arena,astar_octile,50,10.03259026,5.725665569931327,1.56,1.3290598180668918,16.42,15.963821597599992,0.162674,0.16008085433305258,1.0,1.0
arena,dijkstra,50,10.03259026,5.725665569931327,1.32,0.9042123644365854,286.66,257.5147848182702,1.914882,1.825561853533317,1.0,1.0
arena,improved_ours,50,9.54838106,5.490773846440027,0.08,0.3370459909270544,9.52,5.012943247235101,0.171808,0.09200822754514947,1.0,1.0
arena,weighted_1.2,50,10.03259026,5.725665569931327,0.94,0.58,9.52,5.012943247235101,0.09888200000000001,0.057631677712868985,1.0,1.0
arena2,ablation_no_adapt,50,9.893785359999999,5.398150996005138,0.12,0.32496153618543844,18.64,16.285895738337516,0.17575400000000002,0.13500971847981907,1.0,1.0
arena2,ablation_no_smooth,50,10.37116888,5.662956927441736,1.04,0.7735631842325486,10.16,5.224404272259182,0.18217399999999997,0.09701064850829522,1.0,1.0
arena2,astar_euclidean,50,10.37116888,5.662956927441736,2.66,2.4787900274125683,24.24,20.56070037717587,0.19019399999999997,0.15039706168672315,1.0,1.0
arena2,astar_octile,50,10.37116888,5.662956927441736,1.64,1.3078226179417451,18.64,16.285895738337516,0.174102,0.13528182803318411,1.0,1.0
arena2,dijkstra,50,10.37116888,5.662956927441736,1.4,1.0770329614269007,313.34,272.9036174183113,2.0896939999999997,1.8608219744414025,1.0,1.0
arena2,improved_ours,50,9.89944424,5.407595564809493,0.12,0.32496153618543844,10.16,5.224404272259182,0.18421400000000004,0.08873541797951932,1.0,1.0
arena2,weighted_1.2,50,10.37116888,5.662956927441736,0.96,0.6916646586316233,10.06,5.096704817821021,0.10382199999999997,0.054439383868666265,1.0,1.0
battleground,ablation_no_adapt,50,10.108181100000001,5.543606096620662,0.1,0.41231056256176607,17.08,16.125557354708707,0.16473400000000002,0.14254231176741872,1.0,1.0
battleground,ablation_no_smooth,50,10.564306020000002,5.758701082949385,0.9,0.7280109889280518,10.56,6.129143496443855,0.18104199999999998,0.09368871456050618,1.0,1.0
battleground,astar_euclidean,50,10.564306020000002,5.758701082949385,2.56,2.954048070021881,22.78,21.028827832287753,0.18157599999999996,0.15464496701800548,1.0,1.0
battleground,astar_octile,50,10.564306020000002,5.758701082949385,1.4,1.1661903789690602,17.08,16.125557354708707,0.16294200000000003,0.14264993247807722,1.0,1.0
battleground,dijkstra,50,10.564306020000002,5.758701082949385,1.24,1.0688311372709909,358.02,319.4077325300688,2.593838,2.6558415273423224,1.0,1.0
battleground,improved_ours,50,10.108181100000001,5.543606096620662,0.1,0.41231056256176607,10.56,6.129143496443855,0.185152,0.09238390387940963,1.0,1.0
battleground,weighted_1.2,50,10.564306020000002,5.758701082949385,0.9,0.7280109889280518,10.6,6.387487769068525,0.105792,0.06091489748821711,1.0,1.0
blastedlands,ablation_no_adapt,50,9.68375418,5.2252925123655185,0.08,0.33704599092705434,18.48,16.00029999718755,0.17561999999999997,0.14824404608617506,1.0,1.0
blastedlands,ablation_no_smooth,50,10.242295839999999,5.560743279394632,1.1,0.8774964387392122,9.88,4.827587389162417,0.17509,0.08061001736757038,1.0,1.0
blastedlands,astar_euclidean,50,10.242295839999999,5.560743279394632,3.46,3.093283045568252,25.6,22.38392280186831,0.20214600000000002,0.1694880647243339,1.0,1.0
blastedlands,astar_octile,50,10.242295839999999,5.560743279394632,1.9,1.5132745950421556,18.48,16.00029999718755,0.17578,0.150231346928662,1.0,1.0
blastedlands,dijkstra,50,10.242295839999999,5.560743279394632,1.6,1.1489125293076057,307.54,273.6136845992905,2.2068639999999995,2.288604866180267,1.0,1.0
blastedlands,improved_ours,50,9.675116319999999,5.217581643938649,0.08,0.33704599092705434,9.88,4.827587389162417,0.17276400000000003,0.07958749590230868,1.0,1.0
blastedlands,weighted_1.2,50,10.242295839999999,5.560743279394632,1.0,0.6928203230275509,9.78,4.683118619040095,0.100236,0.046534038122647385,1.0,1.0
bloodvenomfalls,ablation_no_adapt,50,9.787983480000001,5.223558613797583,0.08,0.33704599092705434,18.8,17.56587601003719,0.166496,0.14134792246085542,1.0,1.0
bloodvenomfalls,ablation_no_smooth,50,10.315433,5.47104767050435,1.06,0.7592101158440923,10.18,5.519746370984811,0.17243399999999998,0.08663505897729856,1.0,1.0
bloodvenomfalls,astar_euclidean,50,10.315433,5.47104767050435,3.1,2.3769728648009427,25.46,22.376961366548407,0.20394199999999998,0.18410257476743774,1.0,1.0
bloodvenomfalls,astar_octile,50,10.315433,5.47104767050435,1.56,1.2191800523302536,18.8,17.56587601003719,0.170598,0.1499820529130069,1.0,1.0
bloodvenomfalls,dijkstra,50,10.315433,5.47104767050435,1.5,1.118033988749895,339.2,294.8978128097935,2.237964,1.9742270412249956,1.0,1.0
bloodvenomfalls,improved_ours,50,9.787983480000001,5.223558613797583,0.08,0.33704599092705434,10.18,5.519746370984811,0.18062800000000004,0.09136517288332574,1.0,1.0
bloodvenomfalls,weighted_1.2,50,10.315433,5.47104767050435,1.04,0.7472616676907762,10.42,6.600272721638099,0.18516599999999997,0.5712966159920781,1.0,1.0
bootybay,ablation_no_adapt,50,9.51612988,5.534664894575902,0.02,0.13999999999999999,17.44,16.90462658564217,0.159968,0.14150645418495933,1.0,1.0
bootybay,ablation_no_smooth,50,9.977787939999999,5.837745504768975,0.76,0.6183849933496123,9.8,5.469917732470938,0.165804,0.08932466167862042,1.0,1.0
bootybay,astar_euclidean,50,9.977787939999999,5.837745504768975,2.54,2.325596697624074,23.38,21.412977373546163,0.18383400000000003,0.16331218155422456,1.0,1.0
bootybay,astar_octile,50,9.977787939999999,5.837745504768975,1.44,1.3734627770711516,17.44,16.90462658564217,0.16004200000000002,0.14184536381567076,1.0,1.0
bootybay,dijkstra,50,9.977787939999999,5.837745504768975,1.28,1.2335315156087419,344.1,327.7321009605254,2.272894,2.197435781215005,1.0,1.0
bootybay,improved_ours,50,9.52170284,5.53943917006056,0.02,0.13999999999999999,9.8,5.469917732470938,0.17277599999999999,0.09187952015547317,1.0,1.0
bootybay,weighted_1.2,50,9.977787939999999,5.837745504768975,0.74,0.5936328831862332,9.76,5.4389704908190115,0.098812,0.057990163441742425,1.0,1.0
brc000d,ablation_no_adapt,50,9.69561552,5.4790500077816455,0.14,0.34698703145794946,15.3,13.935924798878617,0.142152,0.12054928824344008,1.0,1.0
brc000d,ablation_no_smooth,50,10.22489472,5.745747309512718,1.5,1.445683229480096,10.3,5.724508712544685,0.17161399999999996,0.09610534638614024,1.0,1.0
brc000d,astar_euclidean,50,10.20832618,5.725947559413222,3.06,2.533061388912633,23.28,20.013035751729422,0.18395200000000003,0.15868361634396916,1.0,1.0
brc000d,astar_octile,50,10.20832618,5.725947559413222,1.8,1.50996688705415,15.3,13.935924798878617,0.143398,0.12017348541171634,1.0,1.0
brc000d,dijkstra,50,10.20832618,5.725947559413222,1.58,1.3429817571359635,312.26,280.49348013813085,2.441602,2.9665553441990595,1.0,1.0
brc000d,improved_ours,50,9.704510840000001,5.4902976725612875,0.16,0.36660605559646714,10.3,5.724508712544685,0.17507,0.09841071333955465,1.0,1.0
brc000d,weighted_1.2,50,10.22489472,5.745747309512718,1.28,1.26554336156451,10.44,6.206963831052989,0.10498400000000001,0.0653185130265532,1.0,1.0
brc100d,ablation_no_adapt,50,9.46878332,5.295616546824079,0.08,0.2712931993250107,17.18,17.104022918600176,0.155112,0.13700065202764544,1.0,1.0
brc100d,ablation_no_smooth,50,9.979453159999998,5.610315744337416,1.36,1.2768711759609894,10.66,8.310499383310248,0.17158400000000001,0.10977531117696729,1.0,1.0
brc100d,astar_euclidean,50,9.96288462,5.58634368464104,2.92,2.848438168540788,23.08,20.84498980570631,0.178676,0.15138212517995644,1.0,1.0
brc100d,astar_octile,50,9.96288462,5.58634368464104,1.7,1.6155494421403511,17.18,17.104022918600176,0.161552,0.14909813981401646,1.0,1.0
brc100d,dijkstra,50,9.96288462,5.58634368464104,1.52,1.2843675486401858,269.78,253.372476011109,1.933812,2.1350791525973927,1.0,1.0
brc100d,improved_ours,50,9.46878332,5.295616546824079,0.08,0.2712931993250107,10.66,8.310499383310248,0.17855000000000001,0.10894994309314715,1.0,1.0
brc100d,weighted_1.2,50,9.96288462,5.58634368464104,1.14,0.9382963284591921,10.48,7.80317883942179,0.103232,0.07071819692271573,1.0,1.0
brc101d,ablation_no_adapt,50,9.502626939999999,5.30226716525488,0.04,0.27999999999999997,19.74,19.681270284206757,0.179054,0.16377630501388166,1.0,1.0
brc101d,ablation_no_smooth,50,10.04714868,5.622636757020067,1.0,0.6928203230275509,10.04,6.257667297004532,0.27629999999999993,0.7307038910530038,1.0,1.0
brc101d,astar_euclidean,50,10.04714868,5.622636757020067,3.66,3.6033872953097896,27.18,25.417859862702837,0.21331599999999995,0.19441856738490798,1.0,1.0
brc101d,astar_octile,50,10.04714868,5.622636757020067,1.6,1.1832159566199232,19.74,19.681270284206757,0.17876999999999998,0.16058366573222818,1.0,1.0
brc101d,dijkstra,50,10.04714868,5.622636757020067,1.6,1.2328828005937953,262.2,213.5678814803387,1.8009979999999999,1.6611990786766047,1.0,1.0
brc101d,improved_ours,50,9.502626939999999,5.30226716525488,0.04,0.27999999999999997,10.04,6.257667297004532,0.17459000000000002,0.09588306889122813,1.0,1.0
brc101d,weighted_1.2,50,10.04714868,5.622636757020067,0.9,0.574456264653803,9.94,6.290977666468067,0.10091599999999998,0.060804556934492986,1.0,1.0
darkforest,ablation_no_adapt,50,9.67070286,5.228377072594554,0.02,0.13999999999999999,19.04,16.126946394156583,0.173888,0.13360066263308726,1.0,1.0
darkforest,ablation_no_smooth,50,10.22655996,5.536124309756966,0.88,0.4749736834815167,9.82,5.252389932211813,0.17647400000000005,0.08672848161936193,1.0,1.0
darkforest,astar_euclidean,50,10.22655996,5.536124309756966,3.48,3.1764130713746916,26.78,22.57723632334126,0.215088,0.1669976187135613,1.0,1.0
darkforest,astar_octile,50,10.22655996,5.536124309756966,1.5,1.1874342087037917,19.04,16.126946394156583,0.17937800000000004,0.1337413717441241,1.0,1.0
darkforest,dijkstra,50,10.22655996,5.536124309756966,1.52,1.1178550889985697,342.52,277.2951669250656,2.5042299999999997,2.1911226624951876,1.0,1.0
darkforest,improved_ours,50,9.67070286,5.228377072594554,0.02,0.13999999999999999,9.82,5.252389932211813,0.17963200000000001,0.08260759635772004,1.0,1.0
darkforest,weighted_1.2,50,10.22655996,5.536124309756966,0.84,0.41761226035642207,9.8,5.230678732248808,0.101382,0.05122965426391242,1.0,1.0
